2022 Utility Bundled Retail Sales- Commercial;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Central Electric Power Assn - (MS);MS;Cooperative;7.743;254.054;33.706,0;13,27
City of Aberdeen - (MS);MS;Municipal;711;29.241;3.684,0;12,60
City of Amory;MS;Municipal;1.179;52.783;6.747,0;12,78
City of Columbus - (MS);MS;Municipal;3.725;204.894;24.590,0;12,00
City of Holly Springs;MS;Municipal;2.799;76.300;10.641,0;13,95
City of Macon - (MS);MS;Municipal;274;10.550;1.409,0;13,36
City of New Albany - (MS);MS;Municipal;3.122;112.299;14.543,0;12,95
City of Okolona;MS;Municipal;1.191;28.915;4.159,0;14,38
City of Oxford - (MS);MS;Municipal;1.992;128.625;15.183,0;11,80
City of Philadelphia - (MS);MS;Municipal;1.157;54.613;7.135,0;13,06
City of Starkville;MS;Municipal;1.813;270.244;27.751,0;10,27
City of Tupelo - (MS);MS;Municipal;5.049;322.731;35.722,0;11,07
City of Water Valley - (MS);MS;Municipal;548;14.714;1.964,0;13,35
City of West Point - (MS);MS;Municipal;819;68.191;8.759,0;12,84
Coast Electric Power Assn;MS;Cooperative;7.401;402.596;47.628,0;11,83
Delta Electric Power Assn;MS;Cooperative;3.229;80.229;11.145,3;13,89
Dixie Electric Power Assn;MS;Cooperative;3.639;189.982;21.773,5;11,46
East Mississippi Elec Pwr Assn;MS;Cooperative;3.260;91.544;12.761,0;13,94
Entergy Mississippi LLC;MS;Investor Owned;72.009;4.988.321;561.857,2;11,26
Greenwood Utilities Comm;MS;Municipal;1.663;123.187;13.460,0;10,93
Louisville Electric System;MS;Municipal;1.003;50.249;5.860,0;11,66
Magnolia Electric Power Assn;MS;Cooperative;2.210;98.319;12.655,0;12,87
Mississippi Power Co;MS;Investor Owned;34.270;2.662.699;305.277,0;11,46
Monroe County Elec Power Assn;MS;Cooperative;1.587;43.595;6.392,0;14,66
Natchez Trace Elec Power Assn;MS;Cooperative;3.547;108.306;15.040,0;13,89
North East Mississippi EPA;MS;Cooperative;3.375;261.259;27.833,0;10,65
Northcentral Mississippi E P A;MS;Cooperative;6.254;492.474;61.753,0;12,54
Pearl River Valley El Pwr Assn;MS;Cooperative;1.812;191.903;22.114,0;11,52
Pontotoc Electric Power Assn;MS;Cooperative;4.195;135.824;18.791,0;13,83
Prentiss County Elec Pwr Assn;MS;Cooperative;3.056;109.491;12.946,0;11,82
Singing River Elec Cooperative;MS;Cooperative;7.669;326.349;36.582,1;11,21
Southern Pine Electric Cooperative;MS;Cooperative;5.403;313.534;36.864,7;11,76
Southwest Mississippi E P A;MS;Cooperative;2.254;80.396;10.271,3;12,78
Tallahatchie Valley E P A;MS;Cooperative;6.804;251.477;30.231,0;12,02
Tennessee Valley Authority;MS;Federal;2;172.755;14.264,9;8,26
Tippah Electric Power Assn;MS;Cooperative;4.153;92.366;12.387,0;13,41
Tishomingo County E P A;MS;Cooperative;2.749;100.575;14.058,0;13,98
Tombigbee Electric Power Assn;MS;Cooperative;8.303;316.186;41.400,0;13,09
Yazoo Valley Elec Power Assn;MS;Cooperative;947;32.673;4.962,0;15,19
Avista Corp;MT;Investor Owned;23;786;74,0;9,41
Black Hills Power, Inc.;MT;Investor Owned;24;162;19,0;11,73
Fall River Rural Elec Coop Inc;MT;Cooperative;561;31.707;2.570,0;8,11
Fergus Electric Coop, Inc;MT;Cooperative;259;176.644;16.646,0;9,42
Flathead Electric Coop Inc;MT;Cooperative;12.078;480.667;34.784,0;7,24
Lower Yellowstone R E A, Inc;MT;Cooperative;719;18.710;2.232,0;11,93
McKenzie Electric Coop Inc;MT;Cooperative;11;90;10,4;11,56
Missoula Electric Coop, Inc;MT;Cooperative;1.486;52.968;4.772,6;9,01
Montana-Dakota Utilities Co;MT;Investor Owned;5.699;269.507;27.074,0;10,05
NorthWestern Energy LLC - (MT);MT;Investor Owned;76.268;3.109.006;371.879,0;11,96
Northern Lights, Inc;MT;Cooperative;343;8.792;860,0;9,78
Powder River Energy Corp;MT;Cooperative;23;124;22,5;18,15
USBIA-Mission Valley Power;MT;Federal;5.607;137.505;8.818,5;6,41
WAPA-- Western Area Power Administration;MT;Federal;8;125.250;2.935,8;2,34
Yellowstone Valley Elec Co-op;MT;Cooperative;1.792;69.671;8.615,0;12,37
Albemarle Electric Member Corp;NC;Cooperative;1.096;34.651;4.048,0;11,68
Blue Ridge Elec Member Corp - (NC);NC;Cooperative;8.645;259.121;29.799,0;11,50
Blue Ridge Mountain EMC - (GA);NC;Cooperative;4.117;45.516;8.397,0;18,45
Broad River Electric Coop, Inc;NC;Cooperative;9;96;14,5;15,10
Brunswick Electric Member Corp;NC;Cooperative;11.087;373.769;41.288,9;11,05
Carteret-Craven El Member Corp;NC;Cooperative;4.185;139.307;13.882,0;9,97
Central Electric Membership Corp. - (NC);NC;Cooperative;2.458;53.824;6.658,3;12,37
City of Albemarle - (NC);NC;Municipal;2.271;117.815;12.420,6;10,54
City of Concord - (NC);NC;Municipal;4.835;381.306;41.399,9;10,86
City of Elizabeth City - (NC);NC;Municipal;2.103;147.798;14.590,0;9,87
City of Gastonia - (NC);NC;Municipal;4.237;317.297;34.093,0;10,74
City of Kinston - (NC);NC;Municipal;1.942;128.939;14.864,8;11,53
City of Lexington - (NC);NC;Municipal;2.152;132.429;16.089,7;12,15
City of Lumberton - (NC);NC;Municipal;2.072;125.975;15.612,1;12,39
City of Monroe - (NC);NC;Municipal;2.083;161.015;17.695,8;10,99
City of Morganton - (NC);NC;Municipal;1.774;105.712;9.545,7;9,03
City of New Bern - (NC);NC;Municipal;3.658;183.608;18.819,5;10,25
City of Rocky Mount - (NC);NC;Municipal;3.941;230.344;25.619,0;11,12
City of Statesville - (NC);NC;Municipal;2.705;197.349;21.113,7;10,70
City of Washington - (NC);NC;Municipal;2.639;103.127;13.213,2;12,81
City of Wilson;NC;Municipal;4.627;310.945;35.104,6;11,29
Duke Energy Carolinas, LLC;NC;Investor Owned;304.584;24.528.595;1.859.802,3;7,58
Duke Energy Progress - (NC);NC;Investor Owned;217.684;13.574.825;1.272.369,2;9,37
Edgecombe-Martin County E M C;NC;Cooperative;1.086;43.567;4.193,0;9,62
EnergyUnited Elec Member Corp;NC;Cooperative;19.161;645.894;59.817,0;9,26
Fayetteville Public Works Commission;NC;Municipal;9.394;686.815;72.169,0;10,51
Four County Elec Member Corp;NC;Cooperative;4.306;230.868;21.214,0;9,19
French Broad Elec Member Corp;NC;Cooperative;3.560;102.678;11.838,0;11,53
Greenbacker Renewable Energy Corporation;NC;Behind the Meter;3;1.794;269,1;15,00
Greenville Utilities Comm;NC;Municipal;7.782;611.876;59.533,4;9,73
Haywood Electric Member Corp;NC;Cooperative;931;26.520;3.134,0;11,82
Jones-Onslow Elec Member Corp;NC;Cooperative;4.454;239.650;23.813,9;9,94
Lumbee River Elec Member Corp;NC;Cooperative;2.722;196.195;17.415,6;8,88
Mecklenburg Electric Cooperative;NC;Cooperative;3;18;3,2;17,78
Mountain Electric Coop, Inc;NC;Cooperative;4.298;100.885;13.321,0;13,20
New River Light & Power Co;NC;State;1.778;150.899;17.472,1;11,58
Pee Dee Electric Member Corp;NC;Cooperative;2.459;109.129;11.664,4;10,69
Piedmont Electric Member Corp;NC;Cooperative;3.949;65.665;8.863,3;13,50
Randolph Electric Member Corp;NC;Cooperative;2.579;118.855;13.561,1;11,41
Roanoke Electric Member Corp;NC;Cooperative;2.120;65.346;8.986,0;13,75
Rutherford Elec Member Corp;NC;Cooperative;5.696;182.390;20.844,0;11,43
South River Elec Member Corp;NC;Cooperative;2.521;154.324;14.182,2;9,19
Surry-Yadkin Elec Member Corp;NC;Cooperative;286;22.159;2.244,4;10,13
Tennessee Valley Authority;NC;Federal;1;49;0,0;0,00
Tideland Electric Member Corp;NC;Cooperative;2.722;91.563;11.052,0;12,07
Town of Apex- (NC);NC;Municipal;1.846;101.423;11.919,5;11,75
Town of High Point;NC;Municipal;6.012;615.000;63.433,3;10,31
Town of Huntersville - (NC);NC;Municipal;716;56.550;5.875,0;10,39
Town of Murphy - (NC);NC;Municipal;1.660;75.006;9.832,0;13,11
Town of Tarboro - (NC);NC;Municipal;1.015;68.180;7.726,0;11,33
Tri-County Elec Member Corp (NC);NC;Cooperative;4.374;115.856;12.977,0;11,20
Tri-State Electric Member Corp;NC;Cooperative;206;1.060;198,0;18,68
Union Electric Membership Corp - (NC);NC;Cooperative;1.918;197.200;18.696,0;9,48
Virginia Electric & Power Co;NC;Investor Owned;18.743;925.370;88.166,1;9,53
Wake Electric Membership Corp;NC;Cooperative;2.682;114.442;13.303,0;11,62
York Electric Coop Inc;NC;Cooperative;2;134;15,0;11,19
Burke-Divide Electric Coop Inc;ND;Cooperative;1.226;143.983;18.511,0;12,86
Capital Electric Coop, Inc;ND;Cooperative;2.811;145.972;14.990,4;10,27
Cass County Elec Coop Inc;ND;Cooperative;6.687;508.147;53.161,0;10,46
Dakota Valley Elec Coop Inc;ND;Cooperative;471;10.695;1.258,9;11,77
Lower Yellowstone R E A, Inc;ND;Cooperative;160;3.086;311,8;10,10
McKenzie Electric Coop Inc;ND;Cooperative;6.906;1.685.295;127.564,5;7,57
McLean Electric Coop, Inc;ND;Cooperative;444;26.537;3.967,0;14,95
Montana-Dakota Utilities Co;ND;Investor Owned;14.508;1.045.109;103.588,0;9,91
Mountrail-Williams Elec Coop;ND;Cooperative;2.639;61.415;6.746,2;10,98
Nodak Electric Coop Inc;ND;Cooperative;3;918.464;34.271,0;3,73
North Central Elec Coop, Inc;ND;Cooperative;1.489;86.266;10.584,4;12,27
Northern Plains Electric Coop;ND;Cooperative;1.439;70.554;7.477,0;10,60
Northern States Power Co - Minnesota;ND;Investor Owned;13.317;1.033.842;118.660,2;11,48
Otter Tail Power Co;ND;Investor Owned;13.680;1.686.658;121.889,2;7,23
Roughrider Electric Cooperativ;ND;Cooperative;3.863;325.185;37.287,0;11,47
Slope Electric Coop Inc;ND;Cooperative;578;20.135;2.701,0;13,41
Verendrye Electric Coop Inc;ND;Cooperative;2.309;146.883;14.826,8;10,09
WAPA-- Western Area Power Administration;ND;Federal;15;193.065;4.670,2;2,42
Cedar-Knox Public Power Dist;NE;Political Subdivision;761;135.556;9.562,0;7,05
City of Fremont - (NE);NE;Municipal;1.931;59.180;6.220,5;10,51
City of Grand Island - (NE);NE;Municipal;4.581;198.269;19.941,0;10,06
City of Hastings - (NE);NE;Municipal;2.300;111.565;10.368,0;9,29
City of Lexington - (NE);NE;Municipal;817;44.933;4.447,6;9,90
City of North Platte;NE;Municipal;2.142;132.893;12.970,0;9,76
City of South Sioux City;NE;Municipal;986;172.313;14.070,3;8,17
Cornhusker Public Power Dist;NE;Political Subdivision;536;82.839;6.757,4;8,16
Dawson Power District;NE;Political Subdivision;1.530;71.451;7.455,7;10,43
Elkhorn Rural Public Pwr Dist;NE;Political Subdivision;819;36.697;3.558,0;9,70
High West Energy, Inc;NE;Cooperative;61;9.186;1.037,0;11,29
Highline Electric Assn;NE;Cooperative;194;7.657;994,1;12,98
Lincoln Electric System;NE;Municipal;17.539;1.475.289;114.501,1;7,76
Loup River Public Power Dist;NE;Political Subdivision;3.807;208.284;19.964,1;9,59
Midwest Electric Member Corp;NE;Cooperative;2.199;38.988;4.957,1;12,71
Nebraska Public Power District;NE;Political Subdivision;19.376;1.111.885;91.079,0;8,19
Norris Public Power District;NE;Political Subdivision;5.878;100.721;10.328,0;10,25
Northeast Power;NE;Political Subdivision;987;196.203;13.909,0;7,09
Omaha Public Power District;NE;Political Subdivision;49.550;3.796.226;339.080,0;8,93
Perennial Public Power Dist;NE;Political Subdivision;1.322;27.373;2.058,0;7,52
Southern Public Power District;NE;Political Subdivision;2.791;46.649;4.594,3;9,85
Southwest Public Power Dist;NE;Political Subdivision;2.631;50.709;5.258,4;10,37
WAPA-- Western Area Power Administration;NE;Federal;12;153.582;3.631,1;2,36
Liberty Utilities (Granite State Electri;NH;Investor Owned;5.562;153.211;35.720,3;23,31
New Hampshire Elec Coop Inc;NH;Cooperative;9.284;146.926;35.211,8;23,97
Public Service Co of NH;NH;Investor Owned;53.226;915.643;209.621,7;22,89
TerraForm US Energy Services, LLC;NH;Behind the Meter;1;1.178;101,0;8,57
Unitil Energy Systems;NH;Investor Owned;9.500;170.347;40.428,0;23,73
Ahana Renewables, LLC;NJ;Behind the Meter;10;1.760;132,0;7,50
Atlantic City Electric Co;NJ;Investor Owned;49.300;1.472.555;246.309,8;16,73
City of Vineland - (NJ);NJ;Municipal;3.192;258.806;42.313,1;16,35
Greenbacker Renewable Energy Corporation;NJ;Behind the Meter;8;4.240;478,3;11,28
Greenskies Renewable Energy, LLC;NJ;Behind the Meter;14;20.204;778,0;3,85
Jersey Central Power & Lt Co;NJ;Investor Owned;89.576;2.970.902;397.094,7;13,37
Longroad Energy;NJ;Behind the Meter;76;8.145;1.124,9;13,81
Public Service Elec & Gas Co;NJ;Investor Owned;260.913;9.866.220;1.318.966,3;13,37
Rockland Electric Co;NJ;Investor Owned;7.770;310.838;50.557,0;16,26
Scale Sustainable I, LLC;NJ;Behind the Meter;1;218;15,7;7,20
TerraForm US Energy Services, LLC;NJ;Behind the Meter;148;37.233;4.919,0;13,21
Tesla Inc.;NJ;Behind the Meter;75;4.284;345,0;8,05
Central New Mexico El Coop, Inc;NM;Cooperative;1.588;36.822;10.366,0;28,15
Central Valley Elec Coop, Inc;NM;Cooperative;4.769;51.386;7.865,7;15,31
City of Farmington - (NM);NM;Municipal;9.158;372.902;37.754,0;10,12
Continental Divide El Coop Inc;NM;Cooperative;2.989;111.008;13.417,0;12,09
El Paso Electric Co;NM;Investor Owned;12.346;874.918;94.471,0;10,80
Farmers Electric Coop, Inc - (NM);NM;Cooperative;1.843;102.631;13.656,6;13,31
Jemez Mountains Elec Coop, Inc;NM;Cooperative;3.550;145.685;18.763,3;12,88
Kit Carson Electric Coop, Inc;NM;Cooperative;4.624;120.326;16.600,3;13,80
Lea County Electric Coop, Inc;NM;Cooperative;4.025;326.193;25.950,0;7,96
Los Alamos County;NM;Municipal;823;56.145;7.019,3;12,50
Navajo Tribal Utility Authority;NM;State;933;109.601;12.144,0;11,08
Navopache Electric Coop, Inc;NM;Cooperative;212;2.695;383,0;14,21
Otero County Electric Coop Inc;NM;Cooperative;3.897;80.368;12.856,2;16,00
Public Service Co of NM;NM;Investor Owned;59.380;3.824.847;443.492,6;11,60
Rio Grande Electric Coop, Inc;NM;Cooperative;68;401;74,4;18,55
Roosevelt County Elec Coop Inc;NM;Cooperative;667;9.157;1.419,0;15,50
Southwestern Electric Coop Inc - (NM);NM;Cooperative;316;12.008;1.914,5;15,94
Southwestern Public Service Co;NM;Investor Owned;26.750;2.408.723;235.827,1;9,79
Springer Electric Coop, Inc;NM;Cooperative;619;19.615;2.752,0;14,03
Tesla Inc.;NM;Behind the Meter;773;10.764;1.107,0;10,28
Tri-County Electric Coop, Inc (OK);NM;Cooperative;3;7;1,8;25,71
WAPA-- Western Area Power Administration;NM;Federal;4;73.908;2.900,5;3,92
City of Boulder City - (NV);NV;Municipal;929;52.309;6.280,0;12,01
Mt Wheeler Power, Inc;NV;Cooperative;1.708;41.627;3.841,5;9,23
Nevada Power Co;NV;Investor Owned;113.116;5.031.219;540.816,6;10,75
Overton Power District No 5;NV;Political Subdivision;2.816;119.825;11.561,0;9,65
Raft Rural Elec Coop Inc;NV;Cooperative;261;29.891;1.972,0;6,60
Sierra Pacific Power Co;NV;Investor Owned;49.511;3.137.378;338.705,9;10,80
Surprise Valley Electrification;NV;Cooperative;7;72;7,5;10,42
Tesla Inc.;NV;Behind the Meter;7;3.760;291,0;7,74
Valley Electric Assn, Inc;NV;Cooperative;2.448;218.755;22.787,3;10,42
WAPA-- Western Area Power Administration;NV;Federal;3;26.750;424,3;1,59
Wells Rural Electric Co;NV;Cooperative;969;51.569;4.719,2;9,15
Central Hudson Gas & Elec Corp;NY;Investor Owned;37.720;874.245;171.489,0;19,62
City of Plattsburgh - (NY);NY;Municipal;1.382;107.586;5.251,0;4,88
Consolidated Edison Co-NY Inc;NY;Investor Owned;459.703;10.600.509;2.760.387,0;26,04
Fishers Island Utility Co Inc;NY;Investor Owned;115;2.049;454,2;22,17
Greenbacker Renewable Energy Corporation;NY;Behind the Meter;1;421;62,9;14,94
Jamestown Board of Public Util;NY;Municipal;2.320;152.060;12.896,3;8,48
Long Island Power Authority;NY;State;124.488;8.609.650;1.935.121,6;22,48
Longroad Energy;NY;Behind the Meter;3;691;142,0;20,55
New York State Elec & Gas Corp;NY;Investor Owned;85.380;1.699.440;261.263,6;15,37
Niagara Mohawk Power Corp.;NY;Investor Owned;122.483;3.884.844;553.152,8;14,24
Orange & Rockland Utils Inc;NY;Investor Owned;18.641;680.501;106.525,4;15,65
Pennsylvania Electric Co;NY;Investor Owned;442;21.522;2.557,1;11,88
Rochester Gas & Electric Corp;NY;Investor Owned;20.893;727.772;113.563,9;15,60
TerraForm US Energy Services, LLC;NY;Behind the Meter;6;1.786;234,0;13,10
Tesla Inc.;NY;Behind the Meter;165;17.018;1.192,0;7,00
Town of Massena - (NY);NY;Municipal;999;16.566;1.336,4;8,07
Village of Fairport - (NY);NY;Municipal;1.531;90.785;6.188,3;6,82
Village of Freeport - (NY);NY;Municipal;1.873;126.744;17.392,0;13,72
Village of Solvay - (NY);NY;Municipal;460;34.000;2.095,8;6,16
Buckeye Rural Elec Coop, Inc;OH;Cooperative;670;10.965;1.874,5;17,10
Butler Rural Electric Coop Inc - (OH);OH;Cooperative;471;14.617;2.365,0;16,18
City of Bowling Green - (OH);OH;Municipal;1.724;57.528;8.546,0;14,86
City of Celina - (OH);OH;Municipal;891;66.285;8.551,0;12,90
City of Cleveland - (OH);OH;Municipal;9.028;619.053;84.230,1;13,61
City of Columbus - (OH);OH;Municipal;3.385;116.373;16.940,9;14,56
City of Cuyahoga Falls - (OH);OH;Municipal;2.229;59.296;6.604,7;11,14
City of Dover - (OH);OH;Municipal;903;31.481;4.530,0;14,39
City of Hamilton - (OH);OH;Municipal;2.827;261.126;28.346,4;10,86
City of Lebanon - (OH);OH;Municipal;630;15.078;1.570,0;10,41
City of Niles - (OH);OH;Municipal;918;97.731;8.681,0;8,88
City of Orrville - (OH);OH;Municipal;788;70.254;7.785,5;11,08
City of Painesville;OH;Municipal;1.873;84.351;11.513,1;13,65
City of Piqua - (OH);OH;Municipal;1.090;88.402;8.909,9;10,08
City of St Marys - (OH);OH;Municipal;496;28.094;3.449,6;12,28
City of Wadsworth - (OH);OH;Municipal;1.478;88.150;7.371,0;8,36
City of Wapakoneta - (OH);OH;Municipal;677;44.856;5.069,0;11,30
City of Westerville - (OH);OH;Municipal;2.225;219.082;25.863,0;11,81
Cleveland Electric Illum Co;OH;Investor Owned;22.989;758.338;105.182,8;13,87
Clyde Light & Power;OH;Municipal;342;18.536;2.521,0;13,60
Consolidated Cooperative;OH;Cooperative;2.304;95.746;13.284,0;13,87
Dayton Power & Light Co;OH;Investor Owned;21.307;891.704;99.547,0;11,16
Duke Energy Ohio Inc;OH;Investor Owned;23.290;1.457.993;119.417,4;8,19
Guernsey-Muskingum El Coop Inc;OH;Cooperative;1.942;44.803;6.508,0;14,53
Hancock-Wood Electric Coop Inc;OH;Cooperative;2.167;104.770;14.449,5;13,79
Holmes-Wayne Electric Coop Inc;OH;Cooperative;3.226;99.625;13.283,9;13,33
Licking Rural Electric Inc;OH;Cooperative;1.662;29.307;4.847,2;16,54
Longroad Energy;OH;Behind the Meter;1;389;45,5;11,70
Lorain-Medina R E C, Inc;OH;Cooperative;1.550;39.903;5.628,5;14,11
Midwest Electric, Inc;OH;Cooperative;317;68.338;7.369,2;10,78
Midwest Energy Cooperative;OH;Cooperative;196;5.691;967,3;17,00
North Central Elec Coop, Inc;OH;Cooperative;1.235;31.354;4.525,2;14,43
Ohio Edison Co;OH;Investor Owned;31.474;1.024.354;126.015,3;12,30
Ohio Power Co;OH;Investor Owned;81.060;3.416.339;388.457,0;11,37
Paulding-Putman Elec Coop, Inc;OH;Cooperative;489;59.097;6.927,0;11,72
Pioneer Rural Elec Coop, Inc - (OH);OH;Cooperative;1.044;41.253;5.965,0;14,46
South Central Power Company;OH;Cooperative;9.471;233.644;32.301,2;13,82
Tesla Inc.;OH;Behind the Meter;19;7.733;258,0;3,34
The Toledo Edison Co;OH;Investor Owned;8.584;263.157;37.099,8;14,10
Union Rural Electric Coop, Inc;OH;Cooperative;406;82.560;10.091,1;12,22
Alfalfa Electric Coop, Inc;OK;Cooperative;4.715;36.827;5.242,0;14,23
Arkansas Valley Elec Coop Corp;OK;Cooperative;527;31.308;3.565,6;11,39
CKenergy Electric Cooperative;OK;Cooperative;4.682;264.456;35.967,0;13,60
Canadian Valley Elec Coop, Inc;OK;Cooperative;2.917;225.544;24.421,1;10,83
Central Rural Electric Cooperative, Inc;OK;Cooperative;4.751;241.161;23.781,1;9,86
Choctaw Electric Coop Inc;OK;Cooperative;309;102.140;9.682,4;9,48
Cimarron Electric Coop;OK;Cooperative;4.172;371.436;45.350,1;12,21
City of Claremore;OK;Municipal;1.325;32.188;4.992,0;15,51
City of Edmond - (OK);OK;Municipal;5.195;411.057;39.918,2;9,71
City of Ponca City - (OK);OK;Municipal;2.045;129.585;16.140,0;12,46
Cookson Hills Elec Coop, Inc;OK;Cooperative;1.375;32.857;3.578,0;10,89
Cotton Electric Coop, Inc;OK;Cooperative;4.023;206.225;22.931,8;11,12
East Central Oklahoma Elec Coop Inc;OK;Cooperative;4.244;206.344;19.121,0;9,27
Empire District Electric Co;OK;Investor Owned;946;62.962;7.265,4;11,54
Grand River Dam Authority;OK;State;47;4.391;441,9;10,06
Indian Electric Coop, Inc;OK;Cooperative;5.629;209.842;20.561,4;9,80
Kay Electric Coop;OK;Cooperative;1.558;159.552;19.323,0;12,11
Kiamichi Electric Coop, Inc;OK;Cooperative;2.399;87.047;11.189,0;12,85
Lake Region Electric Coop, Inc - (OK);OK;Cooperative;1.555;36.816;3.692,0;10,03
Northeast Oklahoma Electric Co;OK;Cooperative;4.050;200.624;20.466,0;10,20
Northwestern Electric Coop Inc - (OK);OK;Cooperative;2.286;112.829;15.445,0;13,69
Oklahoma Electric Coop Inc;OK;Cooperative;5.411;320.591;39.222,0;12,23
Oklahoma Gas & Electric Co;OK;Investor Owned;110.789;10.084.665;1.036.209,7;10,28
Ozarks Electric Coop Corp - (AR);OK;Cooperative;1.082;63.496;6.782,8;10,68
People's Electric Cooperative;OK;Cooperative;8.409;235.320;38.570,4;16,39
Public Service Co of Oklahoma;OK;Investor Owned;73.278;6.449.414;591.683,4;9,17
Red River Valley Rrl Elec Assn;OK;Cooperative;1.916;103.485;12.831,0;12,40
Rural Electric Coop, Inc;OK;Cooperative;3.543;235.396;27.781,1;11,80
Southeastern Electric Coop Inc - (OK);OK;Cooperative;1.415;43.355;5.629,0;12,98
Southwest Arkansas E C C;OK;Cooperative;15;357;44,8;12,55
Stillwater Utilities Authority;OK;Municipal;2.555;179.567;22.383,0;12,46
Tri-County Electric Coop, Inc (OK);OK;Cooperative;9.836;278.828;43.353,0;15,55
Verdigris Valley Elec Coop Inc;OK;Cooperative;3.514;50.662;5.695,0;11,24
Bonneville Power Administration;OR;Federal;1;6.013;251,2;4,18
Central Electric Coop Inc - (OR);OR;Cooperative;3.083;137.007;11.007,0;8,03
Central Lincoln People's Ut Dt;OR;Political Subdivision;5.392;185.753;16.494,0;8,88
City of Eugene - (OR);OR;Municipal;9.025;788.308;73.860,0;9,37
City of Forest Grove;OR;Municipal;803;24.827;2.300,0;9,26
City of McMinnville - (OR);OR;Municipal;2.663;163.074;11.918,0;7,31
City of Springfield - (OR);OR;Municipal;3.921;245.477;18.361,0;7,48
Clatskanie Peoples Util Dist;OR;Political Subdivision;553;21.600;1.466,9;6,79
Columbia River Peoples Ut Dist;OR;Political Subdivision;992;97.835;8.237,0;8,42
Columbia Rural Elec Assn, Inc;OR;Cooperative;24;93;18,9;20,32
Consumers Power, Inc;OR;Cooperative;4.377;107.750;11.332,0;10,52
Coos-Curry Electric Coop, Inc;OR;Cooperative;2.220;92.944;10.606,8;11,41
Emerald People's Utility Dist;OR;Political Subdivision;2.127;116.204;11.392,8;9,80
Idaho Power Co;OR;Investor Owned;3.630;152.563;13.462,9;8,82
Lane Electric Coop Inc;OR;Cooperative;1.206;49.525;4.921,0;9,94
Longroad Energy;OR;Behind the Meter;22;993;75,3;7,58
Midstate Electric Coop, Inc;OR;Cooperative;2.780;129.890;9.836,0;7,57
Northern Wasco County PUD;OR;Political Subdivision;532;35.044;2.629,9;7,50
Oregon Trail El Cons Coop, Inc;OR;Cooperative;4.488;194.637;16.315,1;8,38
PacifiCorp;OR;Investor Owned;72.030;5.824.895;476.468,5;8,18
Portland General Electric Co;OR;Investor Owned;108.016;6.522.051;707.350,0;10,85
Salem Electric - (OR);OR;Cooperative;2.435;104.362;9.866,0;9,45
Scale Sustainable I, LLC;OR;Behind the Meter;3;39;19,4;49,74
Surprise Valley Electrification;OR;Cooperative;466;5.655;594,9;10,52
TerraForm US Energy Services, LLC;OR;Behind the Meter;3;1.007;79,0;7,85
Tesla Inc.;OR;Behind the Meter;48;8.090;488,0;6,03
Tillamook Peoples Utility Dist;OR;Political Subdivision;2.280;134.123;11.058,0;8,24
Umatilla Electric Coop Assn;OR;Cooperative;2.417;183.796;12.540,1;6,82
Umpqua Indian Utility Cooperative;OR;Cooperative;17;21.980;1.776,0;8,08
Adams Electric Cooperative Inc;PA;Cooperative;2.198;85.302;9.750,0;11,43
Bedford Rural Elec Coop, Inc;PA;Cooperative;730;30.561;3.408,0;11,15
Borough of Chambersburg;PA;Municipal;1.765;114.082;10.708,0;9,39
Central Electric Coop, Inc - (PA);PA;Cooperative;1.981;64.859;8.120,0;12,52
Citizens Electric Co - (PA);PA;Investor Owned;1.132;25.729;3.311,0;12,87
Claverack Rural Elec Coop Inc;PA;Cooperative;1.758;66.950;7.024,0;10,49
Duquesne Light Co;PA;Investor Owned;39.749;1.143.898;176.373,3;15,42
Greenskies Renewable Energy, LLC;PA;Behind the Meter;1;465;35,0;7,53
Longroad Energy;PA;Behind the Meter;5;1.625;231,7;14,26
Metropolitan Edison Co;PA;Investor Owned;41.346;857.458;118.463,4;13,82
Northwestern Rural E C A, Inc - (PA);PA;Cooperative;1.455;49.749;5.813,0;11,68
PECO Energy Co;PA;Investor Owned;102.024;2.726.187;327.157,0;12,00
PPL Electric Utilities Corp;PA;Investor Owned;99.637;2.632.785;383.264,8;14,56
Pennsylvania Electric Co;PA;Investor Owned;52.838;934.151;136.066,3;14,57
Pennsylvania Power Co;PA;Investor Owned;12.149;259.271;39.163,2;15,11
Pike County Light & Power Co;PA;Investor Owned;774;37.931;7.450,2;19,64
REA Energy Coop Inc;PA;Cooperative;1.854;67.548;7.300,0;10,81
Scale Sustainable I, LLC;PA;Behind the Meter;1;4;0,5;12,50
Somerset Rural Elec Coop, Inc;PA;Cooperative;1.505;52.610;5.518,0;10,49
TerraForm US Energy Services, LLC;PA;Behind the Meter;19;3.121;240,0;7,69
Tesla Inc.;PA;Behind the Meter;8;2.372;49,0;2,07
Tri-County Rural Elec Coop Inc (PA);PA;Cooperative;1.364;52.423;6.089,0;11,62
UGI Utilities, Inc;PA;Investor Owned;7.868;193.317;28.977,8;14,99
Valley Rural Electric Coop Inc;PA;Cooperative;3.375;69.979;8.360,0;11,95
Wellsborough Electric Co;PA;Investor Owned;1.214;24.675;3.749,0;15,19
West Penn Power Company;PA;Investor Owned;66.998;1.169.996;142.217,7;12,16
