2022 Utility Bundled Retail Sales- Industrial;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Southwestern Public Service Co;NM;Investor Owned;143;5.357.152;323.744,4;6,04
Springer Electric Coop, Inc;NM;Cooperative;5;191.808;13.705,0;7,15
WAPA-- Western Area Power Administration;NM;Federal;1;72.277;1.867,1;2,58
City of Boulder City - (NV);NV;Municipal;6;917;117,0;12,76
Mt Wheeler Power, Inc;NV;Cooperative;484;442.337;28.859,2;6,52
Nevada Power Co;NV;Investor Owned;1.556;5.687.160;540.210,2;9,50
Overton Power District No 5;NV;Political Subdivision;50;75.610;6.790,0;8,98
Raft Rural Elec Coop Inc;NV;Cooperative;51;4.396;229,0;5,21
Sierra Pacific Power Co;NV;Investor Owned;109;2.866.782;230.326,5;8,03
Surprise Valley Electrification;NV;Cooperative;1;26;2,3;8,85
Valley Electric Assn, Inc;NV;Cooperative;194;31.526;3.095,6;9,82
Wells Rural Electric Co;NV;Cooperative;165;608.508;30.700,8;5,05
Central Hudson Gas & Elec Corp;NY;Investor Owned;749;65.913;10.853,0;16,47
City of Plattsburgh - (NY);NY;Municipal;8;251.152;8.509,0;3,39
Consolidated Edison Co-NY Inc;NY;Investor Owned;50;60.509;13.590,0;22,46
Jamestown Board of Public Util;NY;Municipal;113;99.961;6.868,7;6,87
New York State Elec & Gas Corp;NY;Investor Owned;578;108.707;13.947,0;12,83
Niagara Mohawk Power Corp.;NY;Investor Owned;602;824.460;77.046,5;9,35
Orange & Rockland Utils Inc;NY;Investor Owned;41;61.862;4.822,9;7,80
Rochester Gas & Electric Corp;NY;Investor Owned;222;36.897;6.140,7;16,64
Town of Massena - (NY);NY;Municipal;165;76.816;3.951,4;5,14
Village of Fairport - (NY);NY;Municipal;12;86.490;3.644,4;4,21
Village of Solvay - (NY);NY;Municipal;16;532.546;21.608,8;4,06
Buckeye Rural Elec Coop, Inc;OH;Cooperative;168;10.371;1.424,9;13,74
Butler Rural Electric Coop Inc - (OH);OH;Cooperative;8;15.389;1.718,0;11,16
City of Bowling Green - (OH);OH;Municipal;75;342.317;36.635,0;10,70
City of Celina - (OH);OH;Municipal;14;95.004;6.542,0;6,89
City of Cleveland - (OH);OH;Municipal;23;555.517;51.000,9;9,18
City of Columbus - (OH);OH;Municipal;428;632.374;62.575,8;9,90
City of Cuyahoga Falls - (OH);OH;Municipal;201;166.334;18.380,2;11,05
City of Dover - (OH);OH;Municipal;112;132.793;15.393,0;11,59
City of Hamilton - (OH);OH;Municipal;67;80.239;9.259,6;11,54
City of Lebanon - (OH);OH;Municipal;483;248.585;20.403,0;8,21
City of Niles - (OH);OH;Municipal;19;44.087;3.502,0;7,94
City of Orrville - (OH);OH;Municipal;14;153.887;14.501,0;9,42
City of Painesville;OH;Municipal;5;42.349;4.382,4;10,35
City of Piqua - (OH);OH;Municipal;17;115.096;10.115,3;8,79
City of St Marys - (OH);OH;Municipal;13;121.874;11.161,4;9,16
City of Wadsworth - (OH);OH;Municipal;140;75.347;5.358,0;7,11
City of Wapakoneta - (OH);OH;Municipal;14;64.679;6.190,0;9,57
City of Westerville - (OH);OH;Municipal;16;87.704;7.323,0;8,35
Cleveland Electric Illum Co;OH;Investor Owned;126;1.225.532;75.005,7;6,12
Clyde Light & Power;OH;Municipal;10;134.808;11.785,0;8,74
Consolidated Cooperative;OH;Cooperative;6;62.569;7.159,0;11,44
Dayton Power & Light Co;OH;Investor Owned;422;294.409;28.517,0;9,69
Duke Energy Ohio Inc;OH;Investor Owned;470;1.225.322;67.543,1;5,51
Guernsey-Muskingum El Coop Inc;OH;Cooperative;10;31.082;4.160,7;13,39
Hancock-Wood Electric Coop Inc;OH;Cooperative;12;103.982;11.202,7;10,77
Holmes-Wayne Electric Coop Inc;OH;Cooperative;22;96.760;10.113,7;10,45
Licking Rural Electric Inc;OH;Cooperative;78;61.369;7.670,5;12,50
Lorain-Medina R E C, Inc;OH;Cooperative;13;71.514;4.849,2;6,78
Midwest Electric, Inc;OH;Cooperative;6;35.427;3.467,8;9,79
North Central Elec Coop, Inc;OH;Cooperative;19;52.442;5.400,0;10,30
Ohio Edison Co;OH;Investor Owned;247;1.141.769;77.934,1;6,83
Ohio Power Co;OH;Investor Owned;3.716;4.568.924;328.546,0;7,19
Ohio Valley Electric Corp;OH;Investor Owned;1;115.273;7.879,0;6,84
Paulding-Putman Elec Coop, Inc;OH;Cooperative;9;58.930;5.974,3;10,14
Pioneer Rural Elec Coop, Inc - (OH);OH;Cooperative;14;306.928;26.609,7;8,67
South Central Power Company;OH;Cooperative;678;939.611;92.441,2;9,84
The Toledo Edison Co;OH;Investor Owned;123;1.045.012;66.161,1;6,33
Union Rural Electric Coop, Inc;OH;Cooperative;8;277.938;25.089,6;9,03
Alfalfa Electric Coop, Inc;OK;Cooperative;224;338.119;30.836,0;9,12
CKenergy Electric Cooperative;OK;Cooperative;29;174.944;15.940,0;9,11
Canadian Valley Elec Coop, Inc;OK;Cooperative;13;216.975;16.059,5;7,40
Central Rural Electric Cooperative, Inc;OK;Cooperative;5;25.080;2.033,6;8,11
Choctaw Electric Coop Inc;OK;Cooperative;2;114.321;7.933,8;6,94
Cimarron Electric Coop;OK;Cooperative;13;189.229;14.438,1;7,63
City of Claremore;OK;Municipal;139;115.293;8.178,0;7,09
City of Ponca City - (OK);OK;Municipal;19;77.346;8.237,0;10,65
Cookson Hills Elec Coop, Inc;OK;Cooperative;149;38.177;3.261,1;8,54
Cotton Electric Coop, Inc;OK;Cooperative;14;326.637;24.711,8;7,57
Empire District Electric Co;OK;Investor Owned;10;33.809;3.296,7;9,75
Grand River Dam Authority;OK;State;31;3.636.749;228.376,9;6,28
Indian Electric Coop, Inc;OK;Cooperative;11;185.166;11.051,8;5,97
Kay Electric Coop;OK;Cooperative;7;247.796;17.988,0;7,26
Kiamichi Electric Coop, Inc;OK;Cooperative;5;32.695;2.793,0;8,54
Lake Region Electric Coop, Inc - (OK);OK;Cooperative;181;65.143;5.565,0;8,54
Northeast Oklahoma Electric Co;OK;Cooperative;11;33.077;2.417,0;7,31
Northwestern Electric Coop Inc - (OK);OK;Cooperative;12;122.559;9.924,0;8,10
Oklahoma Electric Coop Inc;OK;Cooperative;123;270.936;16.169,0;5,97
Oklahoma Gas & Electric Co;OK;Investor Owned;8.920;7.592.560;546.823,9;7,20
Ozarks Electric Coop Corp - (AR);OK;Cooperative;6;15.938;1.513,8;9,50
People's Electric Cooperative;OK;Cooperative;29;332.003;31.129,2;9,38
Public Service Co of Oklahoma;OK;Investor Owned;6.400;6.073.176;372.385,0;6,13
Red River Valley Rrl Elec Assn;OK;Cooperative;4;152.025;11.858,0;7,80
Rural Electric Coop, Inc;OK;Cooperative;11;159.589;11.966,8;7,50
Southeastern Electric Coop Inc - (OK);OK;Cooperative;15;155.196;10.609,0;6,84
Southwestern Electric Coop Inc - (NM);OK;Cooperative;11;676;95,4;14,11
Stillwater Utilities Authority;OK;Municipal;5;57.248;5.678,0;9,92
Tri-County Electric Coop, Inc (OK);OK;Cooperative;2.303;403.219;40.396,2;10,02
Verdigris Valley Elec Coop Inc;OK;Cooperative;734;111.413;9.735,0;8,74
Central Electric Coop Inc - (OR);OR;Cooperative;1.109;101.724;6.889,0;6,77
Central Lincoln People's Ut Dt;OR;Political Subdivision;207;627.547;31.079,0;4,95
City of Eugene - (OR);OR;Municipal;1.161;577.319;33.305,0;5,77
City of Forest Grove;OR;Municipal;141;118.062;8.357,0;7,08
City of McMinnville - (OR);OR;Municipal;55;338.340;16.094,0;4,76
City of Springfield - (OR);OR;Municipal;10;145.541;9.630,0;6,62
Clatskanie Peoples Util Dist;OR;Political Subdivision;6;869.489;51.235,2;5,89
Columbia River Peoples Ut Dist;OR;Political Subdivision;32;161.449;8.218,7;5,09
Columbia Rural Elec Assn, Inc;OR;Cooperative;61;4.909;435,5;8,87
Consumers Power, Inc;OR;Cooperative;536;41.923;3.394,3;8,10
Coos-Curry Electric Coop, Inc;OR;Cooperative;438;55.686;4.995,4;8,97
Emerald People's Utility Dist;OR;Political Subdivision;754;75.286;5.835,9;7,75
Idaho Power Co;OR;Investor Owned;2.318;341.376;26.495,9;7,76
Lane Electric Coop Inc;OR;Cooperative;2;5.626;420,6;7,48
Midstate Electric Coop, Inc;OR;Cooperative;4;28.562;2.101,0;7,36
Northern Wasco County PUD;OR;Political Subdivision;175;1.004.667;60.742,0;6,05
Oregon Trail El Cons Coop, Inc;OR;Cooperative;1.317;168.818;10.235,1;6,06
PacifiCorp;OR;Investor Owned;9.081;1.736.177;121.923,5;7,02
Portland General Electric Co;OR;Investor Owned;4.306;4.286.184;299.754,0;6,99
Salem Electric - (OR);OR;Cooperative;10;26.267;2.138,0;8,14
Surprise Valley Electrification;OR;Cooperative;288;17.477;1.521,3;8,70
Tillamook Peoples Utility Dist;OR;Political Subdivision;6;102.722;5.725,0;5,57
Umatilla Electric Coop Assn;OR;Cooperative;1.548;5.507.926;372.645,7;6,77
Adams Electric Cooperative Inc;PA;Cooperative;13;37.276;3.334,0;8,94
Bedford Rural Elec Coop, Inc;PA;Cooperative;2;174.562;11.351,0;6,50
Borough of Chambersburg;PA;Municipal;20;104.690;7.961,0;7,60
Central Electric Coop, Inc - (PA);PA;Cooperative;9;21.766;2.184,0;10,03
Citizens Electric Co - (PA);PA;Investor Owned;27;15.097;1.820,0;12,06
Claverack Rural Elec Coop Inc;PA;Cooperative;4;120.958;6.496,0;5,37
Duquesne Light Co;PA;Investor Owned;420;101.521;13.413,1;13,21
Metropolitan Edison Co;PA;Investor Owned;267;478.357;67.166,8;14,04
Northwestern Rural E C A, Inc - (PA);PA;Cooperative;1;2.849;233,0;8,18
PECO Energy Co;PA;Investor Owned;415;872.924;89.762,0;10,28
PPL Electric Utilities Corp;PA;Investor Owned;1.078;474.320;52.685,2;11,11
Pennsylvania Electric Co;PA;Investor Owned;233;231.030;38.980,9;16,87
Pennsylvania Power Co;PA;Investor Owned;94;145.203;17.696,6;12,19
REA Energy Coop Inc;PA;Cooperative;13;75.334;7.324,0;9,72
Somerset Rural Elec Coop, Inc;PA;Cooperative;3;15.242;1.356,0;8,90
Tri-County Rural Elec Coop Inc (PA);PA;Cooperative;4;49.575;3.682,0;7,43
UGI Utilities, Inc;PA;Investor Owned;104;26.028;3.215,9;12,36
Valley Rural Electric Coop Inc;PA;Cooperative;2;4.046;433,0;10,70
Wellsborough Electric Co;PA;Investor Owned;3;12.573;1.686,0;13,41
West Penn Power Company;PA;Investor Owned;507;639.464;72.069,0;11,27
Pascoag Utility District;RI;Municipal;61;16.120;2.415,0;14,98
The Narragansett Electric Co;RI;Investor Owned;1.078;98.394;23.572,4;23,96
Aiken Electric Coop Inc;SC;Cooperative;15;165.900;11.791,7;7,11
Berkeley Electric Coop Inc;SC;Cooperative;10;37.030;4.153,0;11,22
Black River Electric Coop, Inc - (SC);SC;Cooperative;13;107.272;8.423,7;7,85
Blue Ridge Electric Coop Inc - (SC);SC;Cooperative;54;151.059;15.631,9;10,35
Broad River Electric Coop, Inc;SC;Cooperative;10;67.918;5.396,0;7,94
City of Gaffney - (SC);SC;Municipal;22;47.074;3.774,0;8,02
City of Newberry - (SC);SC;Municipal;13;79.593;8.034,2;10,09
City of Orangeburg - (SC);SC;Municipal;118;328.310;26.434,3;8,05
City of Rock Hill - (SC);SC;Municipal;37;80.916;8.737,0;10,80
Dominion Energy South Carolina, Inc;SC;Investor Owned;764;5.568.616;531.159,0;9,54
Duke Energy Carolinas, LLC;SC;Investor Owned;1.521;8.543.696;504.532,9;5,91
Duke Energy Progress - (NC);SC;Investor Owned;446;2.393.276;161.609,0;6,75
Easley Combined Utility System;SC;Municipal;1;1.340;101,9;7,60
Edisto Electric Coop, Inc;SC;Cooperative;29;81.402;7.996,0;9,82
Fairfield Electric Coop, Inc;SC;Cooperative;18;149.855;10.276,0;6,86
Horry Electric Coop Inc;SC;Cooperative;12;35.545;3.509,0;9,87
Laurens Electric Coop, Inc;SC;Cooperative;54;163.545;15.018,0;9,18
Lockhart Power Co;SC;Investor Owned;10;120.496;8.820,0;7,32
Lynches River Elec Coop, Inc;SC;Cooperative;10;164.210;10.277,0;6,26
Marlboro Electric Coop, Inc;SC;Cooperative;8;692.241;40.111,0;5,79
Mid-Carolina Electric Coop Inc;SC;Cooperative;9;35.484;3.156,9;8,90
Newberry Electric Coop, Inc;SC;Cooperative;24;177.237;14.851,0;8,38
Palmetto Electric Coop Inc;SC;Cooperative;27;86.494;7.930,0;9,17
Pee Dee Electric Coop, Inc;SC;Cooperative;30;344.620;24.229,0;7,03
Santee Electric Coop, Inc;SC;Cooperative;16;549.430;38.000,4;6,92
South Carolina Public Service Authority;SC;State;28;6.002.154;386.210,6;6,43
Tri-County Electric Coop, Inc (SC);SC;Cooperative;269;30.435;2.844,4;9,35
York Electric Coop Inc;SC;Cooperative;27;72.070;6.812,0;9,45
Black Hills Electric Coop, Inc;SD;Cooperative;94;4.765;671,4;14,09
Black Hills Power, Inc.;SD;Investor Owned;6;201.145;18.278,0;9,09
Central Electric Coop, Inc - (SD);SD;Cooperative;174;194.650;15.938,8;8,19
City of Brookings - (SD);SD;Municipal;164;175.293;14.594,0;8,33
City of Madison - (SD);SD;Municipal;55;33.979;3.023,0;8,90
City of Pierre - (SD);SD;Municipal;163;75.881;5.259,4;6,93
City of Volga - (SD);SD;Municipal;38;54.872;4.385,4;7,99
Dakota Energy Coop Inc;SD;Cooperative;6;138.417;11.184,8;8,08
MidAmerican Energy Co;SD;Investor Owned;24;176.262;8.253,2;4,68
Montana-Dakota Utilities Co;SD;Investor Owned;8;7.548;713,0;9,45
NorthWestern Energy - (SD);SD;Investor Owned;62;455.890;34.799,0;7,63
Northern Electric Coop, Inc;SD;Cooperative;243;112.459;8.833,6;7,85
Northern States Power Co - Minnesota;SD;Investor Owned;26;380.262;33.655,2;8,85
Rosebud Electric Coop Inc;SD;Cooperative;23;792;81,5;10,29
Sioux Valley SW Elec Coop;SD;Cooperative;509;378.371;31.788,7;8,40
Southeastern Electric Coop Inc - (SD);SD;Cooperative;268;295.910;23.330,7;7,88
WAPA-- Western Area Power Administration;SD;Federal;3;5.001;56,7;1,13
Watertown Municipal Utilities;SD;Municipal;98;137.650;9.444,0;6,86
West River Electric Assn Inc;SD;Cooperative;19;29.747;3.020,0;10,15
Appalachian Electric Coop;TN;Cooperative;7;79.928;5.888,0;7,37
Athens Utility Board;TN;Municipal;7;344.170;20.951,0;6,09
Benton County;TN;Municipal;3;30.335;2.956,0;9,74
Bolivar Energy Authority;TN;Municipal;1;21.299;1.382,0;6,49
Caney Fork Electric Coop, Inc;TN;Cooperative;4;66.584;4.856,0;7,29
Carroll County - (TN);TN;Municipal;2;193.057;10.917,0;5,65
Chickasaw Electric Coop, Inc;TN;Cooperative;4;57.223;3.748,0;6,55
City of Alcoa Utilities;TN;Municipal;1;904;147,0;16,26
City of Bristol - (TN);TN;Municipal;8;117.218;8.292,0;7,07
City of Brownsville;TN;Municipal;4;84.997;5.906,0;6,95
City of Chattanooga - (TN);TN;Municipal;66;1.197.125;85.067,0;7,11
City of Clarksville - (TN);TN;Municipal;3;75.084;5.571,0;7,42
City of Cleveland - (TN);TN;Municipal;15;262.083;19.173,0;7,32
City of Clinton - (TN);TN;Municipal;10;258.340;17.756,0;6,87
City of Cookeville - (TN);TN;Municipal;6;53.780;3.232,0;6,01
City of Covington - (TN);TN;Municipal;5;96.461;7.123,0;7,38
City of Dayton - (TN);TN;Municipal;5;89.295;6.302,0;7,06
City of Dickson;TN;Municipal;17;136.728;11.092,0;8,11
City of Dyersburg;TN;Municipal;11;120.218;9.251,0;7,70
City of Elizabethton - (TN);TN;Municipal;2;34.061;2.700,0;7,93
City of Etowah;TN;Municipal;2;126.960;8.201,0;6,46
City of Fayetteville;TN;Municipal;3;85.665;5.507,0;6,43
City of Gallatin - (TN);TN;Municipal;10;212.270;11.591,0;5,46
City of Greeneville - (TN);TN;Municipal;18;357.713;22.966,0;6,42
City of Harriman - (TN);TN;Municipal;1;11.867;750,0;6,32
City of Humboldt;TN;Municipal;5;100.178;6.662,0;6,65
City of Jackson - (TN);TN;Municipal;32;722.652;47.589,0;6,59
City of LaFollette;TN;Municipal;3;16.157;1.699,0;10,52
City of Lawrenceburg;TN;Municipal;8;77.456;6.259,0;8,08
City of Lenoir - (TN);TN;Municipal;9;148.636;10.585,0;7,12
City of Lewisburg - (TN);TN;Municipal;8;158.126;11.478,0;7,26
City of Lexington - (TN);TN;Municipal;7;38.777;3.547,0;9,15
City of Memphis - (TN);TN;Municipal;96;1.706.538;124.450,5;7,29
City of Milan;TN;Municipal;3;17.345;1.662,0;9,58
City of Morristown - (TN);TN;Municipal;28;428.745;31.763,0;7,41
City of Mt Pleasant - (TN);TN;Municipal;6;63.237;5.479,0;8,66
City of Newbern;TN;Municipal;3;63.173;4.953,0;7,84
City of Newport;TN;Municipal;6;156.616;11.327,0;7,23
City of Oak Ridge;TN;Municipal;2;10.917;910,0;8,34
City of Paris - (TN);TN;Municipal;5;46.300;3.558,0;7,68
City of Pulaski - (TN);TN;Municipal;11;154.164;13.516,0;8,77
City of Ripley - (TN);TN;Municipal;3;41.800;3.248,0;7,77
City of Rockwood - (TN);TN;Municipal;5;47.264;3.678,0;7,78
City of Shelbyville - (TN);TN;Municipal;6;96.311;7.286,0;7,57
City of Smithville - (TN);TN;Municipal;3;48.257;3.186,0;6,60
City of Sparta;TN;Municipal;4;52.794;4.626,0;8,76
City of Springfield - (TN);TN;Municipal;6;86.390;7.024,0;8,13
City of Sweetwater;TN;Municipal;4;58.670;4.916,0;8,38
City of Trenton - (TN);TN;Municipal;1;8.717;832,0;9,54
City of Union City;TN;Municipal;5;167.750;11.964,0;7,13
City of Winchester - (TN);TN;Municipal;4;30.083;2.931,0;9,74
Cumberland Elec Member Corp;TN;Cooperative;26;663.466;47.120,0;7,10
Duck River Elec Member Corp;TN;Cooperative;15;306.722;22.812,0;7,44
Entergy Arkansas LLC;TN;Investor Owned;3;6;1,8;30,00
Fort Loudoun Electric Coop;TN;Cooperative;4;40.711;3.466,0;8,51
Gibson Electric Members Corp;TN;Cooperative;8;161.533;11.968,0;7,41
Holston Electric Coop, Inc;TN;Cooperative;18;294.642;22.091,0;7,50
Johnson City - (TN);TN;Municipal;12;183.686;11.196,0;6,10
Kingsport Power Co;TN;Investor Owned;195;821.973;64.099,0;7,80
Knoxville Utilities Board;TN;Municipal;27;1.075.416;55.667,0;5,18
Loudon Utilities Board;TN;Municipal;10;276.008;19.602,0;7,10
Maryville Utilities;TN;Municipal;11;283.524;17.767,0;6,27
McMinnville Electric System;TN;Municipal;2;12.291;1.119,0;9,10
Meriwether Lewis Electric Coop;TN;Cooperative;9;496.699;31.960,0;6,43
Middle Tennessee E M C;TN;Cooperative;40;885.934;62.736,0;7,08
Mountain Electric Coop, Inc;TN;Cooperative;3;123.859;6.570,0;5,30
Nashville Electric Service;TN;Municipal;59;999.130;77.683,0;7,78
Pickwick Electric Coop;TN;Cooperative;2;15.520;1.470,0;9,47
Plateau Electric Cooperative;TN;Cooperative;4;125.006;8.380,0;6,70
Powell Valley Electric Coop;TN;Cooperative;5;142.577;9.675,0;6,79
Sequachee Valley Electric Coop;TN;Cooperative;6;131.106;11.351,0;8,66
Sevier County Electric System;TN;Municipal;5;57.953;4.323,0;7,46
South Kentucky Rural E C C;TN;Cooperative;3;526;80,3;15,27
Southwest Tennessee E M C;TN;Cooperative;1;18.957;1.433,0;7,56
Tennessee Valley Authority;TN;Federal;19;6.130.045;321.903,5;5,25
Tennessee Valley Electric Coop;TN;Cooperative;1;9.336;850,0;9,10
Town of Erwin - (TN);TN;Municipal;5;58.155;5.226,0;8,99
Tri-County Elec Member Corp (TN);TN;Cooperative;2;6.872;455,0;6,62
Tullahoma Board-Public Utils;TN;Municipal;3;21.143;1.784,0;8,44
Upper Cumberland E M C;TN;Cooperative;9;133.434;9.801,0;7,35
Volunteer Electric Coop;TN;Cooperative;18;539.492;34.342,0;6,37
Weakley County Mun Elec Sys;TN;Municipal;7;40.688;3.667,0;9,01
American PowerNet;TX;Retail Power Marketer;2;176.351;8.771,9;4,97
Austin Energy;TX;Municipal;123;3.336.336;228.733,9;6,86
BP Energy Company;TX;Retail Power Marketer;3;372.681;24.932,0;6,69
BP Energy Retail LLC;TX;Retail Power Marketer;1;18.954;2.770,8;14,62
Bailey County Elec Coop Assn;TX;Cooperative;4.819;249.401;29.947,0;12,01
Bandera Electric Coop, Inc;TX;Cooperative;62;23.398;1.856,0;7,93
Big Country Electric Coop, Inc;TX;Cooperative;716;36.886;3.817,0;10,35
Bluebonnet Electric Coop, Inc;TX;Cooperative;1.579;506.779;30.799,1;6,08
Bowie-Cass Electric Coop, Inc;TX;Cooperative;8;46.457;5.724,5;12,32
Calpine Energy Solutions, LLC;TX;Retail Power Marketer;15;397.771;27.573,0;6,93
Calpine Power America LLC;TX;Retail Power Marketer;1;211.119;13.094,0;6,20
Central Texas Elec Coop, Inc;TX;Cooperative;3.845;133.365;10.106,4;7,58
Cherokee County Elec Coop Assn;TX;Cooperative;2;62.971;4.764,0;7,57
City of Brenham - (TX);TX;Municipal;24;119.576;8.282,1;6,93
City of Bryan - (TX);TX;Municipal;18;201.107;15.099,8;7,51
City of Denton - (TX);TX;Municipal;141;602.197;46.431,7;7,71
City of Garland - (TX);TX;Municipal;8;337.473;21.949,0;6,50
City of Georgetown - (TX);TX;Municipal;27;163.055;14.062,7;8,62
City of Lubbock - (TX);TX;Municipal;9;113.073;9.859,0;8,72
City of New Braunfels - (TX);TX;Municipal;16;631.702;58.880,2;9,32
City of San Antonio - (TX);TX;Municipal;37;595.232;55.316,0;9,29
City of San Marcos - (TX);TX;Municipal;2;2.575;214,0;8,31
City of Seguin - (TX);TX;Municipal;13;124.654;9.750,0;7,82
Comanche County Elec Coop Assn;TX;Cooperative;10;95.160;7.906,0;8,31
Concho Valley Elec Coop Inc;TX;Cooperative;1.794;256.135;24.774,6;9,67
ConocoPhillips Company;TX;Retail Power Marketer;1;186.370;18.385,3;9,86
Constellation NewEnergy, Inc;TX;Retail Power Marketer;733;1.445.279;110.770,4;7,66
Cooke County Elec Coop Assn;TX;Cooperative;6;50.739;4.493,9;8,86
Deaf Smith Electric Coop, Inc;TX;Cooperative;8.472;638.467;66.277,2;10,38
Deep East Texas Elec Coop Inc;TX;Cooperative;25;129.080;12.394,0;9,60
Denton County Elec Coop, Inc;TX;Cooperative;2.739;1.404.902;160.849,6;11,45
Direct Energy Business;TX;Retail Power Marketer;3.453;237.317;18.721,6;7,89
EDF Energy Services, LLC;TX;Retail Power Marketer;151;20.799.720;1.397.986,3;6,72
ENGIE Resources LLC;TX;Retail Power Marketer;3.704;2.352.975;189.992,0;8,07
El Paso Electric Co;TX;Investor Owned;41;997.619;72.065,0;7,22
Electranet Power LLC;TX;Retail Power Marketer;29;3.389;181,8;5,36
Entergy Texas Inc.;TX;Investor Owned;6.387;9.566.505;656.549,3;6,86
Farmers Electric Coop, Inc - (TX);TX;Cooperative;16;180.643;14.835,0;8,21
Fayette Electric Coop, Inc;TX;Cooperative;15;88.063;7.079,0;8,04
Greenbelt Electric Coop, Inc;TX;Cooperative;882;153.368;17.884,0;11,66
Guadalupe Valley Elec Coop Inc;TX;Cooperative;1.064;1.214.619;78.312,3;6,45
HILCO Electric Cooperative, Inc.;TX;Cooperative;2;13.042;1.081,0;8,29
Heart of Texas Electric Coop;TX;Cooperative;63;116.737;9.855,9;8,44
Houston County Elec Coop Inc;TX;Cooperative;9;89.787;7.817,8;8,71
Jackson Electric Coop, Inc - (TX);TX;Cooperative;53;614.350;45.924,0;7,48
Jasper-Newton Elec Coop, Inc;TX;Cooperative;170;139.947;12.959,0;9,26
Karnes Electric Coop Inc;TX;Cooperative;32;495.741;37.551,0;7,57
Lamb County Electric Coop, Inc;TX;Cooperative;7.315;250.530;28.415,0;11,34
Lea County Electric Coop, Inc;TX;Cooperative;13;105.010;10.586,0;10,08
Lighthouse Electric Coop, Inc;TX;Cooperative;5.168;161.063;23.816,6;14,79
Lyntegar Electric Coop, Inc;TX;Cooperative;11.285;351.346;47.774,0;13,60
MP2 Energy LLC;TX;Retail Power Marketer;892;3.174.335;225.315,5;7,10
Magic Valley Electric Coop Inc;TX;Cooperative;822;520.521;50.478,6;9,70
Medina Electric Coop, Inc;TX;Cooperative;1.077;783.681;70.122,1;8,95
Mid-South Electric Coop Assn;TX;Cooperative;19;243.108;27.225,9;11,20
MidAmerican Energy Services, LLC;TX;Retail Power Marketer;74;561.155;30.244,6;5,39
Navarro County Elec Coop, Inc;TX;Cooperative;11;256.268;19.808,0;7,73
Navasota Valley Elec Coop, Inc;TX;Cooperative;13;79.855;6.866,5;8,60
North Plains Electric Coop Inc;TX;Cooperative;26;89.737;8.137,0;9,07
Nueces Electric Cooperative;TX;Cooperative;26;2.845;493,0;17,33
Panola-Harrison Elec Coop, Inc;TX;Cooperative;12;19.535;2.482,9;12,71
Pedernales Electric Coop, Inc;TX;Cooperative;175;467.312;25.663,2;5,49
Reliant Energy Retail Services;TX;Retail Power Marketer;2.013;21.532.052;1.465.657,7;6,81
Rio Grande Electric Coop, Inc;TX;Cooperative;566;266.411;26.123,4;9,81
Rusk County Electric Coop, Inc;TX;Cooperative;27;160.789;13.458,3;8,37
Sam Houston Electric Coop Inc;TX;Cooperative;200;336.282;39.531,0;11,76
San Bernard Electric Coop, Inc;TX;Cooperative;4;190.455;18.209,5;9,56
San Patricio Electric Coop Inc;TX;Cooperative;43;58.725;6.458,8;11,00
South Plains Electric Coop Inc;TX;Cooperative;7.884;636.793;66.612,9;10,46
Southwest Texas Elec Coop, Inc;TX;Cooperative;443;189.290;19.389,0;10,24
Southwestern Electric Coop Inc - (NM);TX;Cooperative;13;2.895;386,7;13,36
Southwestern Electric Power Co;TX;Investor Owned;4.108;2.842.329;229.768,2;8,08
Southwestern Public Service Co;TX;Investor Owned;140;7.460.212;405.128,6;5,43
TXU Energy Retail Co, LLC;TX;Retail Power Marketer;231.417;31.749.029;2.182.636,2;6,87
Talen Energy Marketing, LLC;TX;Retail Power Marketer;4;52.024;2.305,0;4,43
Taylor Electric Coop Inc - (TX);TX;Cooperative;15;117.243;9.838,8;8,39
Tenaska Power Services;TX;Retail Power Marketer;193;5.893.726;446.520,3;7,58
Total Gas & Power North America Inc;TX;Retail Power Marketer;4;602.871;47.289,1;7,84
Tri-County Electric Coop, Inc (OK);TX;Cooperative;15;1.154;176,3;15,28
Tri-County Electric Coop, Inc (TX);TX;Cooperative;1.421;477.684;53.537,0;11,21
Trinity Valley Elec Coop Inc;TX;Cooperative;9;92.399;7.595,5;8,22
United Electric Coop Service Inc - (TX);TX;Cooperative;98;808.138;81.011,5;10,02
Upshur Rural Elec Coop Corp;TX;Cooperative;19;109.783;10.953,0;9,98
Victoria Electric Coop, Inc;TX;Cooperative;368;244.867;21.345,9;8,72
Weatherford Mun Utility System;TX;Municipal;4;41.042;2.854,0;6,95
Wharton County Elec Coop, Inc;TX;Cooperative;14;98.974;8.608,0;8,70
Withheld;TX;Retail Power Marketer;25;5.349.908;392.374,0;7,33
City of Bountiful;UT;Municipal;1;36.150;2.423,0;6,70
City of Logan - (UT);UT;Municipal;7;105.721;8.366,0;7,91
City of Murray - (UT);UT;Municipal;2;40.601;2.505,0;6,17
City of Springville - (UT);UT;Municipal;2;80.137;6.366,2;7,94
Dixie Escalante R E A, Inc;UT;Cooperative;1;22.658;1.584,8;6,99
Empire Electric Assn, Inc;UT;Cooperative;5;17;4,6;27,06
