2022 Utility Bundled Retail Sales- Residential;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
City of Macon - (MS);MS;Municipal;918;11.689;1.528,0;13,07
City of New Albany - (MS);MS;Municipal;8.022;114.314;13.944,0;12,20
City of Okolona;MS;Municipal;4.225;60.350;7.536,0;12,49
City of Oxford - (MS);MS;Municipal;8.183;93.049;11.153,0;11,99
City of Philadelphia - (MS);MS;Municipal;2.693;33.657;4.321,0;12,84
City of Starkville;MS;Municipal;12.478;130.154;15.816,0;12,15
City of Tupelo - (MS);MS;Municipal;10.552;139.313;15.475,0;11,11
City of Water Valley - (MS);MS;Municipal;1.527;20.447;2.566,0;12,55
City of West Point - (MS);MS;Municipal;2.994;34.345;4.381,0;12,76
Coast Electric Power Assn;MS;Cooperative;80.125;1.196.321;147.523,0;12,33
Delta Electric Power Assn;MS;Cooperative;21.178;253.259;32.443,6;12,81
Dixie Electric Power Assn;MS;Cooperative;37.127;541.455;66.909,1;12,36
East Mississippi Elec Pwr Assn;MS;Cooperative;9.815;127.026;18.018,0;14,18
Entergy Mississippi LLC;MS;Investor Owned;383.643;5.608.027;651.455,1;11,62
Greenwood Utilities Comm;MS;Municipal;7.537;96.788;12.216,2;12,62
Louisville Electric System;MS;Municipal;2.460;30.299;3.389,0;11,19
Magnolia Electric Power Assn;MS;Cooperative;30.691;409.548;53.427,0;13,05
Mississippi Power Co;MS;Investor Owned;156.725;2.133.666;299.311,0;14,03
Monroe County Elec Power Assn;MS;Cooperative;10.016;163.134;20.462,0;12,54
Natchez Trace Elec Power Assn;MS;Cooperative;12.533;170.454;21.832,0;12,81
North East Mississippi EPA;MS;Cooperative;25.119;355.154;47.059,0;13,25
Northcentral Mississippi E P A;MS;Cooperative;28.283;481.774;59.830,0;12,42
Pearl River Valley El Pwr Assn;MS;Cooperative;50.838;736.935;98.629,0;13,38
Pontotoc Electric Power Assn;MS;Cooperative;16.004;237.445;30.492,0;12,84
Prentiss County Elec Pwr Assn;MS;Cooperative;10.972;158.165;17.090,0;10,81
Singing River Elec Cooperative;MS;Cooperative;70.297;1.040.578;121.709,3;11,70
Southern Pine Electric Cooperative;MS;Cooperative;64.372;904.081;113.860,3;12,59
Southwest Mississippi E P A;MS;Cooperative;23.292;287.841;39.413,1;13,69
Tallahatchie Valley E P A;MS;Cooperative;21.477;298.738;37.158,0;12,44
Tippah Electric Power Assn;MS;Cooperative;11.701;143.735;17.323,0;12,05
Tishomingo County E P A;MS;Cooperative;11.049;148.291;18.453,0;12,44
Tombigbee Electric Power Assn;MS;Cooperative;36.797;570.989;69.058,0;12,09
Yazoo Valley Elec Power Assn;MS;Cooperative;9.495;122.299;18.528,0;15,15
Avista Corp;MT;Investor Owned;9;223;19,0;8,52
Black Hills Power, Inc.;MT;Investor Owned;13;163;11,0;6,75
Fall River Rural Elec Coop Inc;MT;Cooperative;1.480;20.772;2.077,0;10,00
Fergus Electric Coop, Inc;MT;Cooperative;6.388;69.465;10.565,0;15,21
Flathead Electric Coop Inc;MT;Cooperative;60.335;899.004;85.136,0;9,47
Lower Yellowstone R E A, Inc;MT;Cooperative;3.449;53.932;4.619,0;8,56
McKenzie Electric Coop Inc;MT;Cooperative;26;469;39,0;8,32
Missoula Electric Coop, Inc;MT;Cooperative;14.292;192.094;18.913,9;9,85
Montana-Dakota Utilities Co;MT;Investor Owned;19.658;193.296;21.772,0;11,26
NorthWestern Energy LLC - (MT);MT;Investor Owned;316.799;2.865.830;356.171,8;12,43
Northern Lights, Inc;MT;Cooperative;4.611;53.113;6.571,0;12,37
Powder River Energy Corp;MT;Cooperative;51;484;62,4;12,89
USBIA-Mission Valley Power;MT;Federal;15.830;266.491;18.529,0;6,95
Yellowstone Valley Elec Co-op;MT;Cooperative;20.354;236.911;29.320,0;12,38
Albemarle Electric Member Corp;NC;Cooperative;12.370;190.321;25.950,0;13,63
Blue Ridge Elec Member Corp - (NC);NC;Cooperative;70.401;770.827;100.803,0;13,08
Blue Ridge Mountain EMC - (GA);NC;Cooperative;15.230;155.063;23.317,0;15,04
Broad River Electric Coop, Inc;NC;Cooperative;473;6.284;873,5;13,90
Brunswick Electric Member Corp;NC;Cooperative;93.375;1.124.002;156.151,5;13,89
Carteret-Craven El Member Corp;NC;Cooperative;37.956;468.116;52.996,0;11,32
Central Electric Membership Corp. - (NC);NC;Cooperative;21.493;336.453;45.108,9;13,41
City of Albemarle - (NC);NC;Municipal;10.396;132.005;15.770,9;11,95
City of Concord - (NC);NC;Municipal;28.391;351.273;41.274,5;11,75
City of Elizabeth City - (NC);NC;Municipal;11.077;150.239;18.559,0;12,35
City of Gastonia - (NC);NC;Municipal;25.777;287.465;36.820,3;12,81
City of Kinston - (NC);NC;Municipal;9.927;127.732;16.692,4;13,07
City of Lexington - (NC);NC;Municipal;17.377;228.562;27.631,6;12,09
City of Lumberton - (NC);NC;Municipal;9.438;95.044;12.872,5;13,54
City of Monroe - (NC);NC;Municipal;9.438;108.304;14.195,3;13,11
City of Morganton - (NC);NC;Municipal;6.868;72.626;8.098,8;11,15
City of New Bern - (NC);NC;Municipal;20.249;248.292;30.299,4;12,20
City of Rocky Mount - (NC);NC;Municipal;25.018;313.889;37.729,0;12,02
City of Statesville - (NC);NC;Municipal;11.598;124.591;13.412,7;10,77
City of Washington - (NC);NC;Municipal;11.410;136.514;17.719,1;12,98
City of Wilson;NC;Municipal;31.187;418.161;48.161,0;11,52
Duke Energy Carolinas, LLC;NC;Investor Owned;1.837.991;23.015.861;2.403.248,7;10,44
Duke Energy Progress - (NC);NC;Investor Owned;1.292.259;16.894.870;2.057.449,1;12,18
Edgecombe-Martin County E M C;NC;Cooperative;10.571;146.716;20.867,0;14,22
EnergyUnited Elec Member Corp;NC;Cooperative;117.713;1.746.587;189.737,0;10,86
Fayetteville Public Works Commission;NC;Municipal;74.878;914.826;101.075,0;11,05
Four County Elec Member Corp;NC;Cooperative;29.864;449.517;57.615,0;12,82
French Broad Elec Member Corp;NC;Cooperative;35.438;333.401;46.041,3;13,81
Greenville Utilities Comm;NC;Municipal;63.863;844.243;92.623,5;10,97
Haywood Electric Member Corp;NC;Cooperative;27.518;276.206;43.924,2;15,90
Jones-Onslow Elec Member Corp;NC;Cooperative;76.223;1.026.566;122.639,3;11,95
Lumbee River Elec Member Corp;NC;Cooperative;62.298;999.059;116.175,7;11,63
Mecklenburg Electric Cooperative;NC;Cooperative;131;1.775;246,8;13,90
Mountain Electric Coop, Inc;NC;Cooperative;15.525;175.858;21.145,0;12,02
New River Light & Power Co;NC;State;7.166;62.698;8.637,7;13,78
Pee Dee Electric Member Corp;NC;Cooperative;19.285;270.296;35.653,3;13,19
Piedmont Electric Member Corp;NC;Cooperative;29.709;425.478;57.119,2;13,42
Randolph Electric Member Corp;NC;Cooperative;30.679;386.851;55.279,0;14,29
Roanoke Electric Member Corp;NC;Cooperative;12.097;168.037;27.215,0;16,20
Rutherford Elec Member Corp;NC;Cooperative;69.210;937.088;110.697,0;11,81
South River Elec Member Corp;NC;Cooperative;44.604;695.898;87.954,7;12,64
Sunnova;NC;Behind the Meter;9;141;6,7;4,75
Surry-Yadkin Elec Member Corp;NC;Cooperative;27.585;353.422;51.602,4;14,60
Tideland Electric Member Corp;NC;Cooperative;20.944;236.551;37.460,0;15,84
Town of Apex- (NC);NC;Municipal;25.332;251.133;29.873,9;11,90
Town of High Point;NC;Municipal;37.111;395.074;46.241,7;11,70
Town of Huntersville - (NC);NC;Municipal;7.332;80.340;10.135,0;12,62
Town of Murphy - (NC);NC;Municipal;3.605;46.346;6.071,0;13,10
Town of Tarboro - (NC);NC;Municipal;5.363;61.735;7.746,0;12,55
Tri-County Elec Member Corp (NC);NC;Cooperative;21.918;346.214;39.859,5;11,51
Tri-State Electric Member Corp;NC;Cooperative;1.475;14.332;2.049,0;14,30
Union Electric Membership Corp - (NC);NC;Cooperative;81.656;1.188.766;144.955,0;12,19
Virginia Electric & Power Co;NC;Investor Owned;106.473;1.641.664;191.274,5;11,65
Wake Electric Membership Corp;NC;Cooperative;50.141;658.742;84.065,0;12,76
York Electric Coop Inc;NC;Cooperative;14;215;26,0;12,09
Burke-Divide Electric Coop Inc;ND;Cooperative;2.244;45.376;3.785,0;8,34
Capital Electric Coop, Inc;ND;Cooperative;18.921;244.286;25.310,5;10,36
Cass County Elec Coop Inc;ND;Cooperative;49.333;651.336;76.949,0;11,81
Dakota Valley Elec Coop Inc;ND;Cooperative;5.623;131.542;13.807,5;10,50
Lower Yellowstone R E A, Inc;ND;Cooperative;787;13.410;1.178,0;8,78
McKenzie Electric Coop Inc;ND;Cooperative;5.334;121.532;8.905,8;7,33
McLean Electric Coop, Inc;ND;Cooperative;3.661;56.930;7.307,0;12,84
Montana-Dakota Utilities Co;ND;Investor Owned;79.183;808.839;88.062,0;10,89
Mountrail-Williams Elec Coop;ND;Cooperative;11.188;208.158;14.994,6;7,20
Nodak Electric Coop Inc;ND;Cooperative;20.244;391.508;45.974,0;11,74
North Central Elec Coop, Inc;ND;Cooperative;6.131;144.481;13.745,5;9,51
Northern Plains Electric Coop;ND;Cooperative;10.251;237.668;24.095,0;10,14
Northern States Power Co - Minnesota;ND;Investor Owned;82.122;796.023;100.518,6;12,63
Otter Tail Power Co;ND;Investor Owned;45.565;627.151;65.293,9;10,41
Roughrider Electric Cooperativ;ND;Cooperative;11.037;176.716;17.530,0;9,92
Slope Electric Coop Inc;ND;Cooperative;3.184;46.843;5.750,0;12,28
Verendrye Electric Coop Inc;ND;Cooperative;14.207;237.100;24.007,4;10,13
Cedar-Knox Public Power Dist;NE;Political Subdivision;5.531;99.420;7.948,0;7,99
City of Fremont - (NE);NE;Municipal;13.618;149.433;16.983,5;11,37
City of Grand Island - (NE);NE;Municipal;21.994;225.320;21.921,0;9,73
City of Hastings - (NE);NE;Municipal;11.354;113.538;11.647,0;10,26
City of Lexington - (NE);NE;Municipal;3.645;56.603;5.562,0;9,83
City of North Platte;NE;Municipal;11.682;123.326;13.054,0;10,58
City of South Sioux City;NE;Municipal;4.999;50.268;6.362,6;12,66
Cornhusker Public Power Dist;NE;Political Subdivision;7.294;137.065;14.017,8;10,23
Dawson Power District;NE;Political Subdivision;15.939;257.777;28.982,5;11,24
Elkhorn Rural Public Pwr Dist;NE;Political Subdivision;6.099;110.654;10.439,0;9,43
High West Energy, Inc;NE;Cooperative;1.760;19.903;2.837,0;14,25
Highline Electric Assn;NE;Cooperative;757;8.700;1.123,0;12,91
Lincoln Electric System;NE;Municipal;130.067;1.345.068;130.690,8;9,72
Loup River Public Power Dist;NE;Political Subdivision;16.047;254.288;25.251,1;9,93
Midwest Electric Member Corp;NE;Cooperative;2.334;37.161;4.070,8;10,95
Nebraska Public Power District;NE;Political Subdivision;72.743;881.833;90.586,0;10,27
Norris Public Power District;NE;Political Subdivision;16.877;345.897;29.430,9;8,51
Northeast Power;NE;Political Subdivision;6.754;118.755;10.752,0;9,05
Omaha Public Power District;NE;Political Subdivision;351.712;3.983.478;465.262,0;11,68
Perennial Public Power Dist;NE;Political Subdivision;3.514;73.980;7.876,0;10,65
Southern Public Power District;NE;Political Subdivision;15.216;250.862;22.996,5;9,17
Southwest Public Power Dist;NE;Political Subdivision;2.177;36.929;3.653,3;9,89
Liberty Utilities (Granite State Electri;NH;Investor Owned;35.789;285.392;74.736,1;26,19
New Hampshire Elec Coop Inc;NH;Cooperative;72.547;510.825;130.867,9;25,62
Public Service Co of NH;NH;Investor Owned;380.922;2.812.800;730.897,2;25,98
Sunnova;NH;Behind the Meter;55;437;37,7;8,63
Sunrun Inc.;NH;Behind the Meter;985;8.552;1.801,1;21,06
Tesla Inc.;NH;Behind the Meter;1.205;8.690;1.486,0;17,10
Unitil Energy Systems;NH;Investor Owned;62.313;463.039;112.194,0;24,23
Atlantic City Electric Co;NJ;Investor Owned;458.134;3.769.220;729.679,7;19,36
City of Vineland - (NJ);NJ;Municipal;22.696;207.666;34.548,8;16,64
Jersey Central Power & Lt Co;NJ;Investor Owned;919.604;8.840.013;1.202.493,7;13,60
Public Service Elec & Gas Co;NJ;Investor Owned;1.901.659;13.171.809;2.296.478,4;17,43
Rockland Electric Co;NJ;Investor Owned;62.028;697.562;122.834,6;17,61
Spruce Finance;NJ;Behind the Meter;4.020;33.758;5.323,9;15,77
SunPower Capital, LLC;NJ;Behind the Meter;4.927;50.370;7.674,7;15,24
Sunnova;NJ;Behind the Meter;30.660;287.966;44.527,5;15,46
Sunrun Inc.;NJ;Behind the Meter;36.624;290.756;46.570,4;16,02
Tesla Inc.;NJ;Behind the Meter;10.057;75.584;12.942,0;17,12
Central New Mexico El Coop, Inc;NM;Cooperative;16.895;125.471;20.762,0;16,55
Central Valley Elec Coop, Inc;NM;Cooperative;5.884;86.950;10.156,7;11,68
City of Farmington - (NM);NM;Municipal;35.988;283.807;32.944,0;11,61
Continental Divide El Coop Inc;NM;Cooperative;20.585;147.715;21.371,0;14,47
El Paso Electric Co;NM;Investor Owned;93.609;798.370;98.489,0;12,34
Farmers Electric Coop, Inc - (NM);NM;Cooperative;10.122;104.617;14.151,8;13,53
Jemez Mountains Elec Coop, Inc;NM;Cooperative;28.006;191.936;25.903,3;13,50
Kit Carson Electric Coop, Inc;NM;Cooperative;25.650;160.486;25.477,8;15,88
Lea County Electric Coop, Inc;NM;Cooperative;7.165;96.036;11.200,0;11,66
Los Alamos County;NM;Municipal;7.887;59.591;7.329,4;12,30
Navajo Tribal Utility Authority;NM;State;9.988;66.279;10.393,0;15,68
Navopache Electric Coop, Inc;NM;Cooperative;1.473;7.632;1.245,0;16,31
Otero County Electric Coop Inc;NM;Cooperative;16.372;116.579;21.100,8;18,10
Public Service Co of NM;NM;Investor Owned;484.071;3.367.993;484.699,0;14,39
Rio Grande Electric Coop, Inc;NM;Cooperative;239;1.822;306,3;16,81
Roosevelt County Elec Coop Inc;NM;Cooperative;3.901;52.571;6.256,0;11,90
Southwestern Electric Coop Inc - (NM);NM;Cooperative;1.446;9.946;2.409,2;24,22
Southwestern Public Service Co;NM;Investor Owned;99.338;1.216.818;154.498,5;12,70
Springer Electric Coop, Inc;NM;Cooperative;2.456;15.142;2.722,0;17,98
Sunnova;NM;Behind the Meter;860;8.085;1.348,9;16,68
Sunrun Inc.;NM;Behind the Meter;3.203;28.299;3.664,2;12,95
Tesla Inc.;NM;Behind the Meter;350;3.092;471,0;15,23
Tri-County Electric Coop, Inc (OK);NM;Cooperative;3;8;2,3;28,75
City of Boulder City - (NV);NV;Municipal;7.122;98.691;9.909,0;10,04
Mt Wheeler Power, Inc;NV;Cooperative;5.163;86.355;7.037,4;8,15
Nevada Power Co;NV;Investor Owned;886.142;10.299.680;1.454.954,0;14,13
Overton Power District No 5;NV;Political Subdivision;14.714;213.897;22.524,0;10,53
Raft Rural Elec Coop Inc;NV;Cooperative;1.521;17.965;1.746,0;9,72
Sierra Pacific Power Co;NV;Investor Owned;321.309;2.747.233;365.490,3;13,30
Spruce Finance;NV;Behind the Meter;120;1.418;185,2;13,06
SunPower Capital, LLC;NV;Behind the Meter;779;10.360;1.421,2;13,72
Sunnova;NV;Behind the Meter;4.533;47.714;5.745,1;12,04
Sunrun Inc.;NV;Behind the Meter;15.625;189.036;24.891,8;13,17
Surprise Valley Electrification;NV;Cooperative;4;53;5,4;10,19
Tesla Inc.;NV;Behind the Meter;12.391;124.480;15.137,0;12,16
Valley Electric Assn, Inc;NV;Cooperative;21.626;323.652;46.443,1;14,35
Wells Rural Electric Co;NV;Cooperative;4.599;60.134;5.980,8;9,95
Central Hudson Gas & Elec Corp;NY;Investor Owned;233.720;2.122.918;472.571,0;22,26
City of Plattsburgh - (NY);NY;Municipal;8.806;163.353;8.341,1;5,11
Consolidated Edison Co-NY Inc;NY;Investor Owned;2.609.391;11.875.490;3.415.630,0;28,76
Fishers Island Utility Co Inc;NY;Investor Owned;646;4.763;1.825,1;38,32
Jamestown Board of Public Util;NY;Municipal;16.150;160.593;13.181,6;8,21
Long Island Power Authority;NY;State;1.026.687;9.390.851;2.368.251,3;25,22
New York State Elec & Gas Corp;NY;Investor Owned;700.370;6.188.500;971.307,4;15,70
Niagara Mohawk Power Corp.;NY;Investor Owned;1.379.221;10.679.796;1.991.071,6;18,64
Orange & Rockland Utils Inc;NY;Investor Owned;152.372;1.218.224;289.806,5;23,79
Pennsylvania Electric Co;NY;Investor Owned;3.304;31.501;4.011,6;12,73
Rochester Gas & Electric Corp;NY;Investor Owned;276.292;2.276.305;359.405,3;15,79
Spruce Finance;NY;Behind the Meter;3.231;22.493;4.090,3;18,18
SunPower Capital, LLC;NY;Behind the Meter;8.722;59.068;15.264,3;25,84
Sunnova;NY;Behind the Meter;7.508;61.403;11.470,7;18,68
Sunrun Inc.;NY;Behind the Meter;32.280;234.082;45.550,8;19,46
Tesla Inc.;NY;Behind the Meter;16.990;122.514;21.004,0;17,14
Town of Massena - (NY);NY;Municipal;8.198;120.600;7.502,0;6,22
Village of Fairport - (NY);NY;Municipal;16.283;247.895;14.700,7;5,93
Village of Freeport - (NY);NY;Municipal;13.288;121.595;17.052,0;14,02
Village of Solvay - (NY);NY;Municipal;4.706;60.000;3.846,0;6,41
Buckeye Rural Elec Coop, Inc;OH;Cooperative;17.767;227.265;39.156,9;17,23
Butler Rural Electric Coop Inc - (OH);OH;Cooperative;11.244;186.043;32.224,0;17,32
City of Bowling Green - (OH);OH;Municipal;12.901;100.232;15.348,0;15,31
City of Celina - (OH);OH;Municipal;7.110;88.920;9.892,0;11,12
City of Cleveland - (OH);OH;Municipal;64.594;393.878;56.111,9;14,25
City of Columbus - (OH);OH;Municipal;13.640;92.846;10.854,3;11,69
City of Cuyahoga Falls - (OH);OH;Municipal;23.961;177.389;22.350,9;12,60
City of Dover - (OH);OH;Municipal;5.836;53.893;7.946,0;14,74
City of Hamilton - (OH);OH;Municipal;26.707;249.108;39.694,0;15,93
City of Lebanon - (OH);OH;Municipal;8.648;87.959;10.526,0;11,97
City of Niles - (OH);OH;Municipal;12.119;91.770;7.387,7;8,05
City of Orrville - (OH);OH;Municipal;6.301;75.188;8.250,5;10,97
City of Painesville;OH;Municipal;10.782;86.236;12.259,7;14,22
City of Piqua - (OH);OH;Municipal;9.744;88.345;10.910,6;12,35
City of St Marys - (OH);OH;Municipal;3.755;36.973;4.802,6;12,99
City of Wadsworth - (OH);OH;Municipal;12.105;111.877;12.874,0;11,51
City of Wapakoneta - (OH);OH;Municipal;4.926;48.349;5.484,0;11,34
City of Westerville - (OH);OH;Municipal;15.691;168.392;22.353,0;13,27
Cleveland Electric Illum Co;OH;Investor Owned;252.788;1.795.431;236.750,6;13,19
Clyde Light & Power;OH;Municipal;2.760;25.139;2.992,0;11,90
Consolidated Cooperative;OH;Cooperative;16.461;254.743;39.585,0;15,54
Dayton Power & Light Co;OH;Investor Owned;259.056;2.945.538;370.889,0;12,59
Duke Energy Ohio Inc;OH;Investor Owned;307.110;3.392.162;400.151,0;11,80
Guernsey-Muskingum El Coop Inc;OH;Cooperative;15.155;174.081;27.293,4;15,68
Hancock-Wood Electric Coop Inc;OH;Cooperative;11.176;151.458;23.664,3;15,62
Holmes-Wayne Electric Coop Inc;OH;Cooperative;14.530;180.296;26.771,7;14,85
Licking Rural Electric Inc;OH;Cooperative;25.376;324.961;51.351,0;15,80
Lorain-Medina R E C, Inc;OH;Cooperative;15.130;217.941;35.246,2;16,17
Midwest Electric, Inc;OH;Cooperative;10.736;175.832;23.106,9;13,14
Midwest Energy Cooperative;OH;Cooperative;868;10.898;1.975,9;18,13
North Central Elec Coop, Inc;OH;Cooperative;8.426;123.659;19.029,4;15,39
Ohio Edison Co;OH;Investor Owned;356.619;3.507.845;444.025,5;12,66
Ohio Power Co;OH;Investor Owned;738.395;8.442.418;1.306.655,0;15,48
Paulding-Putman Elec Coop, Inc;OH;Cooperative;9.123;138.799;19.651,9;14,16
Pioneer Rural Elec Coop, Inc - (OH);OH;Cooperative;16.010;255.354;38.748,6;15,17
South Central Power Company;OH;Cooperative;114.593;1.543.256;209.920,9;13,60
Sunnova;OH;Behind the Meter;1;6;0,2;3,33
The Toledo Edison Co;OH;Investor Owned;88.868;844.563;110.882,0;13,13
Union Rural Electric Coop, Inc;OH;Cooperative;11.009;157.340;23.192,4;14,74
Alfalfa Electric Coop, Inc;OK;Cooperative;2.674;52.125;6.054,0;11,61
Arkansas Valley Elec Coop Corp;OK;Cooperative;4.187;61.494;8.064,8;13,11
CKenergy Electric Cooperative;OK;Cooperative;22.044;273.451;40.557,0;14,83
Canadian Valley Elec Coop, Inc;OK;Cooperative;23.658;390.468;47.538,7;12,17
Central Rural Electric Cooperative, Inc;OK;Cooperative;18.770;369.204;36.612,5;9,92
Choctaw Electric Coop Inc;OK;Cooperative;20.623;298.265;43.329,3;14,53
Cimarron Electric Coop;OK;Cooperative;14.653;179.737;23.663,8;13,17
City of Claremore;OK;Municipal;11.453;128.614;20.114,0;15,64
City of Edmond - (OK);OK;Municipal;37.596;549.830;60.524,8;11,01
City of Ponca City - (OK);OK;Municipal;13.837;145.904;21.974,0;15,06
Cookson Hills Elec Coop, Inc;OK;Cooperative;17.208;258.906;30.983,3;11,97
Cotton Electric Coop, Inc;OK;Cooperative;19.241;323.758;42.107,8;13,01
East Central Oklahoma Elec Coop Inc;OK;Cooperative;32.388;459.486;49.906,0;10,86
Empire District Electric Co;OK;Investor Owned;3.807;53.985;6.695,6;12,40
Indian Electric Coop, Inc;OK;Cooperative;14.558;244.593;26.638,7;10,89
Kay Electric Coop;OK;Cooperative;4.323;56.241;7.725,0;13,74
Kiamichi Electric Coop, Inc;OK;Cooperative;20.657;284.161;37.419,0;13,17
Lake Region Electric Coop, Inc - (OK);OK;Cooperative;24.212;360.143;37.316,0;10,36
Northeast Oklahoma Electric Co;OK;Cooperative;36.982;530.179;60.455,0;11,40
Northwestern Electric Coop Inc - (OK);OK;Cooperative;9.608;112.941;18.672,0;16,53
Oklahoma Electric Coop Inc;OK;Cooperative;56.267;909.175;118.535,0;13,04
Oklahoma Gas & Electric Co;OK;Investor Owned;696.033;9.617.975;1.215.869,7;12,64
Ozarks Electric Coop Corp - (AR);OK;Cooperative;11.593;149.952;17.683,4;11,79
People's Electric Cooperative;OK;Cooperative;14.293;244.864;31.727,5;12,96
Public Service Co of Oklahoma;OK;Investor Owned;491.335;6.618.175;815.819,9;12,33
Red River Valley Rrl Elec Assn;OK;Cooperative;15.458;220.878;26.336,0;11,92
Rural Electric Coop, Inc;OK;Cooperative;8.885;128.954;16.077,5;12,47
Southeastern Electric Coop Inc - (OK);OK;Cooperative;15.164;224.036;28.433,0;12,69
Southwest Arkansas E C C;OK;Cooperative;222;2.727;361,6;13,26
Southwestern Electric Coop Inc - (NM);OK;Cooperative;3;45;9,1;20,22
Stillwater Utilities Authority;OK;Municipal;19.487;216.838;29.079,0;13,41
Tri-County Electric Coop, Inc (OK);OK;Cooperative;13.466;136.703;22.705,3;16,61
Verdigris Valley Elec Coop Inc;OK;Cooperative;34.312;607.491;61.793,0;10,17
Central Electric Coop Inc - (OR);OR;Cooperative;33.025;567.055;51.698,0;9,12
Central Lincoln People's Ut Dt;OR;Political Subdivision;35.228;447.398;45.316,0;10,13
City of Eugene - (OR);OR;Municipal;87.450;984.714;115.118,0;11,69
City of Forest Grove;OR;Municipal;10.162;123.936;11.163,0;9,01
City of McMinnville - (OR);OR;Municipal;15.357;211.286;15.217,0;7,20
City of Springfield - (OR);OR;Municipal;29.050;384.696;28.814,0;7,49
Clatskanie Peoples Util Dist;OR;Political Subdivision;3.750;77.719;5.566,9;7,16
Columbia River Peoples Ut Dist;OR;Political Subdivision;16.100;240.481;21.020,2;8,74
Columbia Rural Elec Assn, Inc;OR;Cooperative;44;829;101,0;12,18
Consumers Power, Inc;OR;Cooperative;18.459;271.227;30.731,7;11,33
Coos-Curry Electric Coop, Inc;OR;Cooperative;15.763;189.536;23.954,9;12,64
Emerald People's Utility Dist;OR;Political Subdivision;19.814;314.923;32.179,1;10,22
Idaho Power Co;OR;Investor Owned;13.883;201.454;20.619,5;10,24
Lane Electric Coop Inc;OR;Cooperative;12.229;195.722;22.859,9;11,68
Midstate Electric Coop, Inc;OR;Cooperative;18.088;291.747;26.470,0;9,07
Northern Wasco County PUD;OR;Political Subdivision;9.717;150.359;10.994,6;7,31
Oregon Trail El Cons Coop, Inc;OR;Cooperative;25.769;324.238;32.604,3;10,06
PacifiCorp;OR;Investor Owned;535.721;6.125.175;607.094,4;9,91
Portland General Electric Co;OR;Investor Owned;809.603;8.088.473;1.103.143,0;13,64
Salem Electric - (OR);OR;Cooperative;18.229;200.294;20.616,0;10,29
Sunrun Inc.;OR;Behind the Meter;85;397;50,9;12,82
Surprise Valley Electrification;OR;Cooperative;1.192;17.763;1.744,5;9,82
Tesla Inc.;OR;Behind the Meter;3.659;20.198;2.221,0;11,00
Tillamook Peoples Utility Dist;OR;Political Subdivision;19.739;264.338;28.032,0;10,60
Umatilla Electric Coop Assn;OR;Cooperative;12.302;188.578;17.120,4;9,08
Umpqua Indian Utility Cooperative;OR;Cooperative;48;457;45,0;9,85
Adams Electric Cooperative Inc;PA;Cooperative;31.489;452.512;56.037,0;12,38
Bedford Rural Elec Coop, Inc;PA;Cooperative;8.789;105.071;13.005,0;12,38
Borough of Chambersburg;PA;Municipal;9.681;97.239;9.662,0;9,94
Central Electric Coop, Inc - (PA);PA;Cooperative;23.574;224.059;32.627,0;14,56
Citizens Electric Co - (PA);PA;Investor Owned;5.905;89.685;11.069,0;12,34
Claverack Rural Elec Coop Inc;PA;Cooperative;17.257;179.265;24.886,0;13,88
Duquesne Light Co;PA;Investor Owned;433.718;3.235.882;605.228,8;18,70
Metropolitan Edison Co;PA;Investor Owned;410.569;4.738.436;683.296,9;14,42
Northwestern Rural E C A, Inc - (PA);PA;Cooperative;18.131;198.769;27.091,0;13,63
PECO Energy Co;PA;Investor Owned;1.175.420;10.859.290;1.561.842,0;14,38
PPL Electric Utilities Corp;PA;Investor Owned;844.001;9.402.551;1.585.216,7;16,86
Pennsylvania Electric Co;PA;Investor Owned;407.157;3.592.913;591.533,3;16,46
Pennsylvania Power Co;PA;Investor Owned;122.902;1.393.132;209.155,9;15,01
Pike County Light & Power Co;PA;Investor Owned;3.455;27.414;6.043,3;22,04
REA Energy Coop Inc;PA;Cooperative;20.902;239.155;30.149,0;12,61
Somerset Rural Elec Coop, Inc;PA;Cooperative;12.348;129.164;15.543,0;12,03
SunPower Capital, LLC;PA;Behind the Meter;52;243;26,9;11,07
Sunnova;PA;Behind the Meter;5.772;65.141;9.079,2;13,94
Sunrun Inc.;PA;Behind the Meter;4.964;45.923;6.848,4;14,91
Tesla Inc.;PA;Behind the Meter;6.956;59.447;8.721,0;14,67
Tri-County Rural Elec Coop Inc (PA);PA;Cooperative;18.146;124.900;20.621,0;16,51
UGI Utilities, Inc;PA;Investor Owned;55.190;572.988;98.234,4;17,14
Valley Rural Electric Coop Inc;PA;Cooperative;20.172;219.190;28.663,0;13,08
Wellsborough Electric Co;PA;Investor Owned;5.135;43.939;7.231,0;16,46
West Penn Power Company;PA;Investor Owned;522.835;6.049.297;749.313,2;12,39
Block Island Utility District;RI;Political Subdivision;1.610;7.108;2.591,0;36,45
Pascoag Utility District;RI;Municipal;4.346;35.344;5.708,0;16,15
Sunnova;RI;Behind the Meter;2.059;16.343;2.528,5;15,47
Sunrun Inc.;RI;Behind the Meter;1.949;13.860;3.305,1;23,85
Tesla Inc.;RI;Behind the Meter;95;736;153,0;20,79
The Narragansett Electric Co;RI;Investor Owned;408.910;2.890.589;664.363,6;22,98
